y_rep_rank;car_make_model;fault_rate;mileage;report_year;car_prod_y
64.;Volkswagen Touran;29.8%;145 000 km;2015;2006
65.;Volkswagen Fox;30.2%;91 000 km;2015;2006
66.;Volkswagen Polo;30.3%;95 000 km;2015;2006
67.;Citroën C3;30.5%;95 000 km;2015;2006
68.;Mercedes-Benz C;30.6%;124 000 km;2015;2006
69.;Citroën Berlingo;31.3%;124 000 km;2015;2006
70.;Opel Vectra;31.3%;136 000 km;2015;2006
71.;Renault Modus;31.6%;88 000 km;2015;2006
72.;BMW X5;31.8%;167 000 km;2015;2006
73.;Fiat Panda;31.9%;87 000 km;2015;2006
73.;Citroën C2;31.9%;98 000 km;2015;2006
75.;Peugeot 206;32.2%;97 000 km;2015;2006
76.;Citroën C4;32.3%;103 000 km;2015;2006
77.;Fiat Punto;32.7%;99 000 km;2015;2006
77.;Renault Scénic;32.7%;105 000 km;2015;2006
79.;Citroën C5;32.8%;142 000 km;2015;2006
80.;Peugeot 307;33.5%;116 000 km;2015;2006
81.;Nissan Micra;33.6%;90 000 km;2015;2006
81.;Opel Corsa;33.6%;97 000 km;2015;2006
83.;Chevrolet Matis;33.7%;76 000 km;2015;2006
84.;Ford Ka;33.8%;79 000 km;2015;2006
85.;Renault Twingo;34.0%;90 000 km;2015;2006
86.;Alfa Romeo 147;34.3%;109 000 km;2015;2006
87.;Renault Mégane;34.6%;118 000 km;2015;2006
88.;Ford Galaxy;34.7%;153 000 km;2015;2006
89.;Volkswagen Sharan;35.1%;157 000 km;2015;2006
90.;Renault Laguna;36.0%;127 000 km;2015;2006
91.;Renault Kangoo;37.1%;115 000 km;2015;2006
92.;Kia Sorento;37.2%;136 000 km;2015;2006
93.;Fiat Dobló;37.9%;132 000 km;2015;2006
94.;Fiat Stilo;41.1%;119 000 km;2015;2006
95.;Mercedes-Benz ML;43.2%;152 000 km;2015;2006
1.;Porsche 911;14.6%;94 000 km;2015;2005
2.;Subaru Forester;19.3%;138 000 km;2015;2005
3.;Toyota RAV4;20.2%;120 000 km;2015;2005
4.;Toyota Avensis;21.1%;133 000 km;2015;2005
5.;Honda Jazz;21.2%;109 000 km;2015;2005
6.;Toyota Corolla;21.8%;119 000 km;2015;2005
7.;Mazda 2;22.4%;103 000 km;2015;2005
8.;Toyota Yaris;23.2%;114 000 km;2015;2005
9.;Ford Fusion;23.4%;108 000 km;2015;2005
10.;Volkswagen New Beetle;24.6%;107 000 km;2015;2005
11.;BMW Z4;24.8%;97 000 km;2015;2005
12.;Volkswagen Golf;24.9%;144 000 km;2015;2005
13.;Suzuki Jimny;25.3%;96 000 km;2015;2005
14.;Opel Agila;25.4%;99 000 km;2015;2005
15.;Honda CRV;25.8%;128 000 km;2015;2005
16.;Audi TT;26.7%;111 000 km;2015;2005
17.;Ford Fiesta;26.8%;107 000 km;2015;2005
18.;Mercedes-Benz SLK;26.9%;96 000 km;2015;2005
19.;Hyundai Getz;29.0%;105 000 km;2015;2005
20.;Audi A2;29.3%;136 000 km;2015;2005
21.;Audi A4;29.5%;159 000 km;2015;2005
21.;Mitsubishi Colt;29.5%;112 000 km;2015;2005
23.;Mercedes-Benz A;29.9%;120 000 km;2015;2005
24.;Volkswagen Lupo;30.0%;112 000 km;2015;2005
25.;Volkswagen Passat;30.5%;185 000 km;2015;2005
25.;Citroën Saxo;30.5%;106 000 km;2015;2005
25.;Mazda 323;30.5%;112 000 km;2015;2005
28.;Opel Meriva;30.6%;108 000 km;2015;2005
29.;Mazda 6;30.7%;137 000 km;2015;2005
29.;Honda Accord;30.7%;139 000 km;2015;2005
31.;Škoda Octavia;30.9%;164 000 km;2015;2005
32.;Seat Leon;31.4%;147 000 km;2015;2005
33.;Citroën Xsara;30.5%;131 000 km;2015;2005
34.;Škoda Fabia;31.7%;127 000 km;2015;2005
34.;Mercedes-Benz E;31.7%;164 000 km;2015;2005
36.;Mercedes-Benz CLK;32.1%;113 000 km;2015;2005
37.;Smart Fortwo;32.2%;95 000 km;2015;2005
38.;Citroën C5;32.3%;152 000 km;2015;2005
39.;Opel Astra;32.4%;125 000 km;2015;2005
40.;Audi A6;32.8%;190 000 km;2015;2005
40.;Seat Ibiza;32.8%;122 000 km;2015;2005
42.;Nissan Micra;33.2%;100 000 km;2015;2005
43.;Audi A3;33.4%;139 000 km;2015;2005
44.;Ford Mondeo;33.5%;156 000 km;2015;2005
45.;BMW 5;33.6%;157 000 km;2015;2005
46.;BMW X5;33.7%;184 000 km;2015;2005
47.;Hyundai Matrix;33.8%;113 000 km;2015;2005
47.;Ford Focus;33.8%;133 000 km;2015;2005
49.;Citroën C3;34.2%;112 000 km;2015;2005
50.;Opel Vectra;34.4%;130 000 km;2015;2005
51.;Mazda Premacy;34.6%;129 000 km;2015;2005
52.;Peugeot 206;34.8%;115 000 km;2015;2005
53.;Mercedes-Benz C;35.1%;140 000 km;2015;2005
53.;Honda Civic;35.1%;119 000 km;2015;2005
55.;Opel Corsa;35.2%;108 000 km;2015;2005
56.;Citroën Berlingo;35.6%;142 000 km;2015;2005
57.;BMW 3;35.9%;141 000 km;2015;2005
57.;Volvo V70;35.9%;201 000 km;2015;2005
59.;Volkswagen Polo;36.3%;112 000 km;2015;2005
60.;Peugeot 307;36.5%;138 000 km;2015;2005
61.;Opel Zafira;38.1%;150 000 km;2015;2005
62.;Fiat Punto;38.2%;112 000 km;2015;2005
63.;Renault Mégane;38.3%;119 000 km;2015;2005
64.;Volvo S40;38.4%;165 000 km;2015;2005
65.;Renault Twingo;38.6%;107 000 km;2015;2005
66.;Volkswagen Touran;38.7%;160 000 km;2015;2005
67.;Renault Scénic;39.3%;113 000 km;2015;2005
68.;Renault Clio;39.9%;111 000 km;2015;2005
69.;Fiat Dobló;40.3%;157 000 km;2015;2005
70.;Renault Kangoo;40.4%;141 000 km;2015;2005
71.;Renault Laguna;40.5%;146 000 km;2015;2005
72.;BMW Mini;40.7%;111 000 km;2015;2005
73.;Alfa Romeo 147;42.1%;129 000 km;2015;2005
74.;Ford Ka;42.4%;75 000 km;2015;2005
75.;Ford Galaxy;42.5%;183 000 km;2015;2005
76.;Volkswagen Sharan;43.6%;179 000 km;2015;2005
77.;Fiat Stilo;44.3%;127 000 km;2015;2005
78.;Mercedes-Benz ML;44.8%;170 000 km;2015;2005
1.;Porsche 911;14.6%;94 000 km;2015;2004
2.;Subaru Forester;19.3%;138 000 km;2015;2004
3.;Toyota RAV4;20.2%;120 000 km;2015;2004
4.;Toyota Avensis;21.1%;133 000 km;2015;2004
5.;Honda Jazz;21.2%;109 000 km;2015;2004
6.;Toyota Corolla;21.8%;119 000 km;2015;2004
7.;Mazda 2;22.4%;103 000 km;2015;2004
8.;Toyota Yaris;23.2%;114 000 km;2015;2004
9.;Ford Fusion;23.4%;108 000 km;2015;2004
10.;Volkswagen New Beetle;24.6%;107 000 km;2015;2004
11.;BMW Z4;24.8%;97 000 km;2015;2004
12.;Volkswagen Golf;24.9%;144 000 km;2015;2004
13.;Suzuki Jimny;25.3%;96 000 km;2015;2004
14.;Opel Agila;25.4%;99 000 km;2015;2004
15.;Honda CRV;25.8%;128 000 km;2015;2004
16.;Audi TT;26.7%;111 000 km;2015;2004
17.;Ford Fiesta;26.8%;107 000 km;2015;2004
18.;Mercedes-Benz SLK;26.9%;96 000 km;2015;2004
19.;Hyundai Getz;29.0%;105 000 km;2015;2004
20.;Audi A2;29.3%;136 000 km;2015;2004
21.;Audi A4;29.5%;159 000 km;2015;2004
21.;Mitsubishi Colt;29.5%;112 000 km;2015;2004
23.;Mercedes-Benz A;29.9%;120 000 km;2015;2004
24.;Volkswagen Lupo;30.0%;112 000 km;2015;2004
25.;Volkswagen Passat;30.5%;185 000 km;2015;2004
25.;Citroën Saxo;30.5%;106 000 km;2015;2004
25.;Mazda 323;30.5%;112 000 km;2015;2004
28.;Opel Meriva;30.6%;108 000 km;2015;2004
29.;Mazda 6;30.7%;137 000 km;2015;2004
29.;Honda Accord;30.7%;139 000 km;2015;2004
31.;Škoda Octavia;30.9%;164 000 km;2015;2004
32.;Seat Leon;31.4%;147 000 km;2015;2004
33.;Citroën Xsara;30.5%;131 000 km;2015;2004
34.;Škoda Fabia;31.7%;127 000 km;2015;2004
34.;Mercedes-Benz E;31.7%;164 000 km;2015;2004
36.;Mercedes-Benz CLK;32.1%;113 000 km;2015;2004
37.;Smart Fortwo;32.2%;95 000 km;2015;2004
38.;Citroën C5;32.3%;152 000 km;2015;2004
39.;Opel Astra;32.4%;125 000 km;2015;2004
40.;Audi A6;32.8%;190 000 km;2015;2004
40.;Seat Ibiza;32.8%;122 000 km;2015;2004
42.;Nissan Micra;33.2%;100 000 km;2015;2004
43.;Audi A3;33.4%;139 000 km;2015;2004
44.;Ford Mondeo;33.5%;156 000 km;2015;2004
45.;BMW 5;33.6%;157 000 km;2015;2004
46.;BMW X5;33.7%;184 000 km;2015;2004
47.;Hyundai Matrix;33.8%;113 000 km;2015;2004
47.;Ford Focus;33.8%;133 000 km;2015;2004
49.;Citroën C3;34.2%;112 000 km;2015;2004
50.;Opel Vectra;34.4%;130 000 km;2015;2004
51.;Mazda Premacy;34.6%;129 000 km;2015;2004
52.;Peugeot 206;34.8%;115 000 km;2015;2004
53.;Mercedes-Benz C;35.1%;140 000 km;2015;2004
53.;Honda Civic;35.1%;119 000 km;2015;2004
55.;Opel Corsa;35.2%;108 000 km;2015;2004
56.;Citroën Berlingo;35.6%;142 000 km;2015;2004
57.;BMW 3;35.9%;141 000 km;2015;2004
57.;Volvo V70;35.9%;201 000 km;2015;2004
59.;Volkswagen Polo;36.3%;112 000 km;2015;2004
60.;Peugeot 307;36.5%;138 000 km;2015;2004
61.;Opel Zafira;38.1%;150 000 km;2015;2004
62.;Fiat Punto;38.2%;112 000 km;2015;2004
63.;Renault Mégane;38.3%;119 000 km;2015;2004
64.;Volvo S40;38.4%;165 000 km;2015;2004
65.;Renault Twingo;38.6%;107 000 km;2015;2004
66.;Volkswagen Touran;38.7%;160 000 km;2015;2004
67.;Renault Scénic;39.3%;113 000 km;2015;2004
68.;Renault Clio;39.9%;111 000 km;2015;2004
69.;Fiat Dobló;40.3%;157 000 km;2015;2004
70.;Renault Kangoo;40.4%;141 000 km;2015;2004
71.;Renault Laguna;40.5%;146 000 km;2015;2004
72.;BMW Mini;40.7%;111 000 km;2015;2004
73.;Alfa Romeo 147;42.1%;129 000 km;2015;2004
74.;Ford Ka;42.4%;75 000 km;2015;2004
75.;Ford Galaxy;42.5%;183 000 km;2015;2004
76.;Volkswagen Sharan;43.6%;179 000 km;2015;2004
77.;Fiat Stilo;44.3%;127 000 km;2015;2004
78.;Mercedes-Benz ML;44.8%;170 000 km;2015;2004
1.;Opel Meriva;4.2%;29 000 km;2014;2012
2.;Mazda 2;4.6%;32 000 km;2014;2012
3.;Toyota iQ;4.8%;30 000 km;2014;2012
4.;Porsche 911;5.2%;31 000 km;2014;2012
5.;BMW Z4;5.5%;32 000 km;2014;2012
5.;Audi Q5;5.5%;63 000 km;2014;2012
7.;Mercedes-Benz GLK;5.6%;52 000 km;2014;2012
7.;Audi A3;5.6%;47 000 km;2014;2012
9.;Toyota Avensis;5.7%;52 000 km;2014;2012
9.;Mazda 3;5.7%;36 000 km;2014;2012
11.;Volkswagen Golf Plus;5.9%;34 000 km;2014;2012
12.;Honda CRV;6.0%;40 000 km;2014;2012
13.;BMW X1;6.1%;45 000 km;2014;2012
14.;Volkswagen Polo;6.2%;35 000 km;2014;2012
14.;Toyota Yaris;6.2%;33 000 km;2014;2012
16.;Opel Astra;6.4%;36 000 km;2014;2012
16.;Volkswagen Tiguan;6.4%;49 000 km;2014;2012
16.;Mercedes-Benz E;6.4%;67 000 km;2014;2012
19.;Mercedes-Benz C;6.5%;55 000 km;2014;2012
20.;Audi A6;6.6%;83 000 km;2014;2012
20.;Hyundai ix35;6.6%;40 000 km;2014;2012
20.;Opel Agila;6.6%;25 000 km;2014;2012
23.;Toyota Corolla Verso;6.7%;43 000 km;2014;2012
23.;Volkswagen Golf;6.7%;45 000 km;2014;2012
23.;Porsche Cayenne;6.7%;59 000 km;2014;2012
26.;Nissan Micra;6.8%;32 000 km;2014;2012
26.;Audi A4;6.8%;72 000 km;2014;2012
28.;BMW 3;6.9%;56 000 km;2014;2012
28.;BMW 1;6.9%;43 000 km;2014;2012
28.;Suzuki Splash;6.9%;30 000 km;2014;2012
28.;Mercedes-Benz SLK;6.9%;30 000 km;2014;2012
28.;Volvo XC60;6.9%;67 000 km;2014;2012
28.;Škoda Yeti;6.9%;46 000 km;2014;2012
34.;Audi Q7;7.1%;68 000 km;2014;2012
34.;Toyota RAV4;7.1%;43 000 km;2014;2012
36.;Mercedes-Benz B;7.2%;41 000 km;2014;2012
36.;Audi A5;7.2%;57 000 km;2014;2012
38.;BMW 5;7.3%;58 000 km;2014;2012
38.;Audi TT;7.3%;38 000 km;2014;2012
40.;Seat Altea;7.5%;43 000 km;2014;2012
41.;BMW X3;7.6%;53 000 km;2014;2012
42.;Toyota Prius;7.7%;42 000 km;2014;2012
42.;Mitsubishi Colt;7.7%;34 000 km;2014;2012
44.;Honda Jazz;7.8%;32 000 km;2014;2012
45.;Ford Fusion;7.9%;32 000 km;2014;2012
45.;Toyota Aygo;7.9%;32 000 km;2014;2012
45.;Mercedes-Benz M;7.9%;66 000 km;2014;2012
48.;Škoda Fabia;8.0%;37 000 km;2014;2012
48.;Smart Fortwo;8.0%;28 000 km;2014;2012
50.;Mazda 6;8.2%;48 000 km;2014;2012
50.;Opel Insignia;8.2%;64 000 km;2014;2012
50.;Škoda Roomster;8.2%;41 000 km;2014;2012
53.;Renault Laguna;8.3%;58 000 km;2014;2012
53.;Suzuki Swift;8.3%;34 000 km;2014;2012
55.;Mercedes-Benz A;8.4%;33 000 km;2014;2012
55.;Renault Modus;8.4%;30 000 km;2014;2012
55.;Škoda Superb;8.4%;68 000 km;2014;2012
58.;BMW Mini;8.5%;35 000 km;2014;2012
58.;Seat Exeo;8.5%;57 000 km;2014;2012
58.;Toyota Auris;8.5%;36 000 km;2014;2012
61.;Ford Kuga;8.6%;49 000 km;2014;2012
62.;Volkswagen Caddy;8.8%;53 000 km;2014;2012
63.;Nissan Note;8.9%;37 000 km;2014;2012
63.;Ford Fiesta;8.9%;36 000 km;2014;2012
63.;Renault Scénic;8.9%;44 000 km;2014;2012
66.;BMW X5;9.0%;65 000 km;2014;2012
66.;Volkswagen Touran;9.0%;59 000 km;2014;2012
68.;Ford C-Max;9.1%;48 000 km;2014;2012
68.;Citroën C1;9.1%;33 000 km;2014;2012
70.;Seat Leon;9.2%;45 000 km;2014;2012
71.;Opel Corsa;9.3%;34 000 km;2014;2012
71.;Suzuki SX4;9.3%;35 000 km;2014;2012
73.;Honda Accord;9.5%;44 000 km;2014;2012
73.;Peugeot 107;9.5%;31 000 km;2014;2012
75.;Volvo V70;9.6%;71 000 km;2014;2012
75.;Honda Civic;9.6%;37 000 km;2014;2012
77.;Volkswagen EOS;9.7%;37 000 km;2014;2012
78.;Seat Ibiza;9.8%;38 000 km;2014;2012
79.;Mazda 5;9.9%;42 000 km;2014;2012
79.;Suzuki Jimny;9.9%;30 000 km;2014;2012
79.;Hyundai i20;9.9%;33 000 km;2014;2012
82.;Volkswagen Scirocco;10.0%;42 000 km;2014;2012
83.;Škoda Octavia;10.1%;59 000 km;2014;2012
83.;Hyundai i30;10.1%;42 000 km;2014;2012
83.;Volkswagen Passat CC;10.1%;65 000 km;2014;2012
86.;Nissan Qashqai;10.3%;44 000 km;2014;2012
86.;Kia Rio;10.3%;37 000 km;2014;2012
88.;Kia Cee´d;10.4%;42 000 km;2014;2012
88.;Volkswagen New Beetle;10.4%;32 000 km;2014;2012
90.;Opel Zafira;10.5%;52 000 km;2014;2012
90.;Ford Focus;10.5%;50 000 km;2014;2012
92.;Mazda MX-5;10.6%;26 000 km;2014;2012
93.;Renault Twingo;10.7%;31 000 km;2014;2012
93.;Volvo C30;10.7%;46 000 km;2014;2012
93.;Volkswagen Passat;10.7%;79 000 km;2014;2012
96.;Volvo S40;10.8%;60 000 km;2014;2012
97.;Volkswagen Touareg;11.0%;67 000 km;2014;2012
98.;Ford Ka;11.1%;31 000 km;2014;2012
98.;Renault Clio;11.1%;35 000 km;2014;2012
100.;Renault Mégane;11.4%;46 000 km;2014;2012
101.;Citroën C3;11.6%;34 000 km;2014;2012
102.;Hyundai i10;11.7%;29 000 km;2014;2012
102.;Daihatsu Sirion;11.7%;30 000 km;2014;2012
102.;Ford S-Max;11.7%;68 000 km;2014;2012
105.;Peugeot 207;11.8%;35 000 km;2014;2012
105.;Kia Picanto;11.8%;30 000 km;2014;2012
107.;Volkswagen Fox;11.9%;33 000 km;2014;2012
107.;Ford Galaxy;11.9%;69 000 km;2014;2012
109.;Renault Kangoo;12.3%;43 000 km;2014;2012
110.;Citroën C2;12.4%;32 000 km;2014;2012
111.;Citroën C5;12.6%;63 000 km;2014;2012
112.;Citroën C3 Picasso;12.8%;39 000 km;2014;2012
113.;Ford Mondeo;12.9%;69 000 km;2014;2012
113.;Fiat 500;12.9%;30 000 km;2014;2012
115.;Peugeot 308;13.4%;46 000 km;2014;2012
116.;Alfa Romeo MiTo;13.7%;38 000 km;2014;2012
116.;Citroën Berlingo;13.7%;49 000 km;2014;2012
118.;Dacia Sandero;13.9%;36 000 km;2014;2012
119.;Chevrolet Captiva;14.2%;46 000 km;2014;2012
120.;Chevrolet Aveo;14.5%;33 000 km;2014;2012
120.;Fiat Punto;14.5%;37 000 km;2014;2012
122.;Volkswagen Sharan;14.7%;61 000 km;2014;2012
123.;Citroën C4 Picasso;15.2%;49 000 km;2014;2012
124.;Alfa Romeo 159;15.4%;56 000 km;2014;2012
125.;Fiat Bravo;15.7%;42 000 km;2014;2012
126.;Chevrolet Matis;16.1%;29 000 km;2014;2012
127.;Citroën C4;16.6%;41 000 km;2014;2012
128.;Fiat Panda;17.1%;31 000 km;2014;2012
129.;Dacia Logan;19.4%;46 000 km;2014;2012
1.;Opel Meriva;4.2%;29 000 km;2014;2011
2.;Mazda 2;4.6%;32 000 km;2014;2011
3.;Toyota iQ;4.8%;30 000 km;2014;2011
4.;Porsche 911;5.2%;31 000 km;2014;2011
5.;BMW Z4;5.5%;32 000 km;2014;2011
5.;Audi Q5;5.5%;63 000 km;2014;2011
7.;Mercedes-Benz GLK;5.6%;52 000 km;2014;2011
7.;Audi A3;5.6%;47 000 km;2014;2011
9.;Toyota Avensis;5.7%;52 000 km;2014;2011
9.;Mazda 3;5.7%;36 000 km;2014;2011
11.;Volkswagen Golf Plus;5.9%;34 000 km;2014;2011
12.;Honda CRV;6.0%;40 000 km;2014;2011
13.;BMW X1;6.1%;45 000 km;2014;2011
14.;Volkswagen Polo;6.2%;35 000 km;2014;2011
14.;Toyota Yaris;6.2%;33 000 km;2014;2011
16.;Opel Astra;6.4%;36 000 km;2014;2011
16.;Volkswagen Tiguan;6.4%;49 000 km;2014;2011
16.;Mercedes-Benz E;6.4%;67 000 km;2014;2011
19.;Mercedes-Benz C;6.5%;55 000 km;2014;2011
20.;Audi A6;6.6%;83 000 km;2014;2011
20.;Hyundai ix35;6.6%;40 000 km;2014;2011
20.;Opel Agila;6.6%;25 000 km;2014;2011
23.;Toyota Corolla Verso;6.7%;43 000 km;2014;2011
23.;Volkswagen Golf;6.7%;45 000 km;2014;2011
23.;Porsche Cayenne;6.7%;59 000 km;2014;2011
26.;Nissan Micra;6.8%;32 000 km;2014;2011
26.;Audi A4;6.8%;72 000 km;2014;2011
28.;BMW 3;6.9%;56 000 km;2014;2011
28.;BMW 1;6.9%;43 000 km;2014;2011
28.;Suzuki Splash;6.9%;30 000 km;2014;2011
28.;Mercedes-Benz SLK;6.9%;30 000 km;2014;2011
28.;Volvo XC60;6.9%;67 000 km;2014;2011
28.;Škoda Yeti;6.9%;46 000 km;2014;2011
34.;Audi Q7;7.1%;68 000 km;2014;2011
34.;Toyota RAV4;7.1%;43 000 km;2014;2011
36.;Mercedes-Benz B;7.2%;41 000 km;2014;2011
36.;Audi A5;7.2%;57 000 km;2014;2011
38.;BMW 5;7.3%;58 000 km;2014;2011
38.;Audi TT;7.3%;38 000 km;2014;2011
40.;Seat Altea;7.5%;43 000 km;2014;2011
41.;BMW X3;7.6%;53 000 km;2014;2011
42.;Toyota Prius;7.7%;42 000 km;2014;2011
42.;Mitsubishi Colt;7.7%;34 000 km;2014;2011
44.;Honda Jazz;7.8%;32 000 km;2014;2011
45.;Ford Fusion;7.9%;32 000 km;2014;2011
45.;Toyota Aygo;7.9%;32 000 km;2014;2011
45.;Mercedes-Benz M;7.9%;66 000 km;2014;2011
48.;Škoda Fabia;8.0%;37 000 km;2014;2011
48.;Smart Fortwo;8.0%;28 000 km;2014;2011
50.;Mazda 6;8.2%;48 000 km;2014;2011
50.;Opel Insignia;8.2%;64 000 km;2014;2011
50.;Škoda Roomster;8.2%;41 000 km;2014;2011
53.;Renault Laguna;8.3%;58 000 km;2014;2011
53.;Suzuki Swift;8.3%;34 000 km;2014;2011
55.;Mercedes-Benz A;8.4%;33 000 km;2014;2011
55.;Renault Modus;8.4%;30 000 km;2014;2011
55.;Škoda Superb;8.4%;68 000 km;2014;2011
58.;BMW Mini;8.5%;35 000 km;2014;2011
58.;Seat Exeo;8.5%;57 000 km;2014;2011
58.;Toyota Auris;8.5%;36 000 km;2014;2011
61.;Ford Kuga;8.6%;49 000 km;2014;2011
62.;Volkswagen Caddy;8.8%;53 000 km;2014;2011
63.;Nissan Note;8.9%;37 000 km;2014;2011
63.;Ford Fiesta;8.9%;36 000 km;2014;2011
63.;Renault Scénic;8.9%;44 000 km;2014;2011
66.;BMW X5;9.0%;65 000 km;2014;2011
66.;Volkswagen Touran;9.0%;59 000 km;2014;2011
68.;Ford C-Max;9.1%;48 000 km;2014;2011
68.;Citroën C1;9.1%;33 000 km;2014;2011
70.;Seat Leon;9.2%;45 000 km;2014;2011
71.;Opel Corsa;9.3%;34 000 km;2014;2011
71.;Suzuki SX4;9.3%;35 000 km;2014;2011
73.;Honda Accord;9.5%;44 000 km;2014;2011
73.;Peugeot 107;9.5%;31 000 km;2014;2011
75.;Volvo V70;9.6%;71 000 km;2014;2011
75.;Honda Civic;9.6%;37 000 km;2014;2011
77.;Volkswagen EOS;9.7%;37 000 km;2014;2011
78.;Seat Ibiza;9.8%;38 000 km;2014;2011
79.;Mazda 5;9.9%;42 000 km;2014;2011
79.;Suzuki Jimny;9.9%;30 000 km;2014;2011
79.;Hyundai i20;9.9%;33 000 km;2014;2011
82.;Volkswagen Scirocco;10.0%;42 000 km;2014;2011
83.;Škoda Octavia;10.1%;59 000 km;2014;2011
83.;Hyundai i30;10.1%;42 000 km;2014;2011
83.;Volkswagen Passat CC;10.1%;65 000 km;2014;2011
86.;Nissan Qashqai;10.3%;44 000 km;2014;2011
86.;Kia Rio;10.3%;37 000 km;2014;2011
88.;Kia Cee´d;10.4%;42 000 km;2014;2011
88.;Volkswagen New Beetle;10.4%;32 000 km;2014;2011
90.;Opel Zafira;10.5%;52 000 km;2014;2011
90.;Ford Focus;10.5%;50 000 km;2014;2011
92.;Mazda MX-5;10.6%;26 000 km;2014;2011
93.;Renault Twingo;10.7%;31 000 km;2014;2011
93.;Volvo C30;10.7%;46 000 km;2014;2011
93.;Volkswagen Passat;10.7%;79 000 km;2014;2011
96.;Volvo S40;10.8%;60 000 km;2014;2011
97.;Volkswagen Touareg;11.0%;67 000 km;2014;2011
98.;Ford Ka;11.1%;31 000 km;2014;2011
98.;Renault Clio;11.1%;35 000 km;2014;2011
100.;Renault Mégane;11.4%;46 000 km;2014;2011
101.;Citroën C3;11.6%;34 000 km;2014;2011
102.;Hyundai i10;11.7%;29 000 km;2014;2011
102.;Daihatsu Sirion;11.7%;30 000 km;2014;2011
102.;Ford S-Max;11.7%;68 000 km;2014;2011
105.;Peugeot 207;11.8%;35 000 km;2014;2011
105.;Kia Picanto;11.8%;30 000 km;2014;2011
107.;Volkswagen Fox;11.9%;33 000 km;2014;2011
107.;Ford Galaxy;11.9%;69 000 km;2014;2011
109.;Renault Kangoo;12.3%;43 000 km;2014;2011
110.;Citroën C2;12.4%;32 000 km;2014;2011
111.;Citroën C5;12.6%;63 000 km;2014;2011
112.;Citroën C3 Picasso;12.8%;39 000 km;2014;2011
113.;Ford Mondeo;12.9%;69 000 km;2014;2011
113.;Fiat 500;12.9%;30 000 km;2014;2011
115.;Peugeot 308;13.4%;46 000 km;2014;2011
116.;Alfa Romeo MiTo;13.7%;38 000 km;2014;2011
116.;Citroën Berlingo;13.7%;49 000 km;2014;2011
118.;Dacia Sandero;13.9%;36 000 km;2014;2011
119.;Chevrolet Captiva;14.2%;46 000 km;2014;2011
120.;Chevrolet Aveo;14.5%;33 000 km;2014;2011
120.;Fiat Punto;14.5%;37 000 km;2014;2011
122.;Volkswagen Sharan;14.7%;61 000 km;2014;2011
123.;Citroën C4 Picasso;15.2%;49 000 km;2014;2011
124.;Alfa Romeo 159;15.4%;56 000 km;2014;2011
125.;Fiat Bravo;15.7%;42 000 km;2014;2011
126.;Chevrolet Matis;16.1%;29 000 km;2014;2011
127.;Citroën C4;16.6%;41 000 km;2014;2011
128.;Fiat Panda;17.1%;31 000 km;2014;2011
129.;Dacia Logan;19.4%;46 000 km;2014;2011
1.;Toyota Prius;7.3%;63 000 km;2014;2010
2.;Ford Kuga;7.8%;68 000 km;2014;2010
3.;Porsche Cayenne;8.1%;78 000 km;2014;2010
4.;Volkswagen Golf Plus;8.1%;61 000 km;2014;2010
5.;Volkswagen Passat CC;8.4%;73 000 km;2014;2010
6.;Audi A4;8.7%;85 000 km;2014;2010
7.;Volkswagen Tiguan;8.8%;73 000 km;2014;2010
8.;Toyota Auris;9.1%;58 000 km;2014;2010
9.;Porsche 911;9.2%;45 000 km;2014;2010
10.;Mazda 2;9.3%;51 000 km;2014;2010
11.;Ford Fusion;9.7%;51 000 km;2014;2010
12.;Toyota Yaris;9.9%;55 000 km;2014;2010
13.;Audi A3;10.1%;75 000 km;2014;2010
13.;Mercedes-Benz CLK;10.1%;47 000 km;2014;2010
15.;Opel Agila;10.2%;41 000 km;2014;2010
16.;Volkswagen Golf;10.4%;76 000 km;2014;2010
16.;Mazda 6;10.4%;67 000 km;2014;2010
18.;Suzuki SX4;10.5%;57 000 km;2014;2010
18.;Audi A5;10.5%;87 000 km;2014;2010
20.;Audi TT;10.7%;60 000 km;2014;2010
21.;Toyota Corolla Verso;10.8%;72 000 km;2014;2010
22.;Mercedes-Benz C;10.9%;73 000 km;2014;2010
22.;Volkswagen EOS;10.9%;61 000 km;2014;2010
24.;Volkswagen Touran;11.5%;91 000 km;2014;2010
25.;Smart Fortwo;11.7%;47 000 km;2014;2010
26.;BMW X5;11.8%;96 000 km;2014;2010
26.;Honda CRV;11.8%;70 000 km;2014;2010
28.;Ford C-Max;12.3%;68 000 km;2014;2010
28.;Audi A6;12.3%;114 000 km;2014;2010
30.;Toyota Aygo;12.4%;52 000 km;2014;2010
31.;Toyota RAV4;12.5%;70 000 km;2014;2010
31.;Honda Civic;12.5%;64 000 km;2014;2010
33.;Mazda MX-5;12.6%;45 000 km;2014;2010
34.;Ford Fiesta;12.7%;55 000 km;2014;2010
34.;Mercedes-Benz CLK;12.7%;62 000 km;2014;2010
36.;Honda Jazz;12.9%;52 000 km;2014;2010
36.;BMW Mini;12.9%;57 000 km;2014;2010
36.;Mercedes-Benz B;12.9%;64 000 km;2014;2010
39.;BMW 3;13.0%;83 000 km;2014;2010
40.;Audi Q7;13.2%;104 000 km;2014;2010
40.;Renault Laguna;13.2%;80 000 km;2014;2010
40.;Seat Altea;13.2%;74 000 km;2014;2010
43.;BMW 1;13.3%;69 000 km;2014;2010
