y_rep_rank;car_make_model;fault_rate;mileage;report_year;car_prod_y
19.;Audi A5;9.9%;86 000 km;2015;2010
20.;Audi TT;10.0%;63 000 km;2015;2010
21.;Toyota Auris;10.1%;61 000 km;2015;2010
21.;Audi A4;10.1%;98 000 km;2015;2010
23.;Ford Kuga;10.3%;80 000 km;2015;2010
24.;Ford Ka;10.5%;47 000 km;2015;2010
25.;Honda CRV;10.5%;71 000 km;2015;2010
26.;Mercedes-Benz C;10.8%;83 000 km;2015;2010
26.;Ford Fusion;10.8%;55 000 km;2015;2010
28.;Volkswagen Touran;11.0%;92 000 km;2015;2010
29.;Volkswagen Tiguan;11.1%;77 000 km;2015;2010
30.;Toyota Corolla Verso;11.2%;76 000 km;2015;2010
31.;Mazda 6;11.3%;76 000 km;2015;2010
31.;Ford C-Max;11.3%;74 000 km;2015;2010
33.;Smart Fortwo;11.5%;46 000 km;2015;2010
33.;BMW 3;11.5%;88 000 km;2015;2010
35.;Audi A6;11.6%;119 000 km;2015;2010
36.;Mitsubishi Colt;11.7%;56 000 km;2015;2010
36.;Suzuki SX4;11.7%;64 000 km;2015;2010
38.;Nissan Micra;11.8%;51 000 km;2015;2010
38.;Honda Accord;11.8%;74 000 km;2015;2010
40.;Ford Fiesta;11.9%;54 000 km;2015;2010
41.;BMW 1;12.0%;70 000 km;2015;2010
42.;Toyota RAV4;12.1%;68 000 km;2015;2010
42.;Volvo V70;12.1%;110 000 km;2015;2010
44.;Opel Agila;12.3%;43 000 km;2015;2010
44.;Mazda MX-5;12.3%;48 000 km;2015;2010
44.;Toyota Aygo;12.3%;52 000 km;2015;2010
47.;Honda Civic;12.4%;66 000 km;2015;2010
47.;Mercedes-Benz B;12.4%;65 000 km;2015;2010
47.;BMW Mini;12.4%;59 000 km;2015;2010
47.;BMW X5;12.4%;101 000 km;2015;2010
51.;Honda Jazz;12.6%;54 000 km;2015;2010
52.;Volkswagen Scirocco;12.7%;68 000 km;2015;2010
52.;Mercedes-Benz A;12.7%;55 000 km;2015;2010
54.;Škoda Superb;12.8%;90 000 km;2015;2010
54.;Volkswagen Touareg;12.8%;100 000 km;2015;2010
56.;Mercedes-Benz ML;12.9%;103 000 km;2015;2010
56.;Subaru Forester;12.9%;80 000 km;2015;2010
56.;Mercedes-Benz CLK;12.9%;64 000 km;2015;2010
59.;Peugeot 107;13.0%;51 000 km;2015;2010
60.;Volkswagen Passat CC;13.1%;91 000 km;2015;2010
61.;Opel Astra;13.2%;75 000 km;2015;2010
62.;Opel Tigra TwinTop;13.4%;48 000 km;2015;2010
62.;Volkswagen Caddy Life;13.4%;85 000 km;2015;2010
64.;Suzuki Splash;13.5%;48 000 km;2015;2010
64.;Volvo S40;13.5%;94 000 km;2015;2010
66.;Citroën C1;13.6%;54 000 km;2015;2010
66.;Škoda Roomster;13.6%;68 000 km;2015;2010
68.;Škoda Octavia;13.7%;91 000 km;2015;2010
68.;Seat Altea;13.7%;70 000 km;2015;2010
68.;Nissan Note;13.7%;60 000 km;2015;2010
71.;Renault Laguna;13.8%;90 000 km;2015;2010
72.;Ford S-Max;13.9%;101 000 km;2015;2010
72.;Opel Meriva;13.9%;53 000 km;2015;2010
72.;Opel Corsa;13.9%;56 000 km;2015;2010
75.;Škoda Fabia;14.0%;61 000 km;2015;2010
76.;BMW 5;14.1%;110 000 km;2015;2010
77.;Mitsubishi Outlander;14.2%;84 000 km;2015;2010
78.;Ford Focus;14.4%;77 000 km;2015;2010
79.;Opel Zafira;14.6%;82 000 km;2015;2010
79.;Volkswagen New Beetle;14.6%;54 000 km;2015;2010
81.;Hyundai i20;14.7%;54 000 km;2015;2010
82.;Renault Mégane;14.9%;64 000 km;2015;2010
83.;Seat Ibiza;15.1%;65 000 km;2015;2010
83.;Suzuki Swift;15.1%;59 000 km;2015;2010
85.;Renault Modus;15.2%;51 000 km;2015;2010
86.;Fiat 500;15.4%;52 000 km;2015;2010
87.;Citroën C3 Picasso;15.5%;59 000 km;2015;2010
87.;Seat Leon;15.5%;76 000 km;2015;2010
89.;Ford Galaxy;15.8%;106 000 km;2015;2010
90.;Ford Mondeo;15.9%;103 000 km;2015;2010
90.;Hyundai Matrix;15.9%;55 000 km;2015;2010
92.;Hyundai i30;16.1%;68 000 km;2015;2010
93.;Nissan Qashqai;16.2%;74 000 km;2015;2010
94.;Volkswagen Passat;16.4%;119 000 km;2015;2010
95.;Citroën C3;16.5%;53 000 km;2015;2010
96.;Citroën Berlingo;16.6%;78 000 km;2015;2010
97.;Citroën C4 Picasso;16.8%;76 000 km;2015;2010
97.;Kia Cee´d;16.8%;72 000 km;2015;2010
97.;Mazda 5;16.8%;72 000 km;2015;2010
100.;Renault Clio;17.0%;56 000 km;2015;2010
101.;Alfa Romeo MiTo;17.2%;61 000 km;2015;2010
102.;Citroën C5;17.3%;96 000 km;2015;2010
102.;Peugeot 308;17.3%;74 000 km;2015;2010
104.;Hyundai i10;17.4%;47 000 km;2015;2010
105.;Suzuki Jimny;17.5%;57 000 km;2015;2010
106.;Volkswagen Fox;17.6%;55 000 km;2015;2010
107.;Kia Sportage;17.8%;69 000 km;2015;2010
108.;BMW X3;18.0%;87 000 km;2015;2010
109.;Citroën C2;19.0%;57 000 km;2015;2010
109.;Kia Picanto;19.0%;48 000 km;2015;2010
109.;Fiat Punto;19.0%;60 000 km;2015;2010
112.;Volkswagen Sharan;19.3%;103 000 km;2015;2010
113.;Dacia Sandero;20.0%;57 000 km;2015;2010
114.;Renault Twingo;20.2%;51 000 km;2015;2010
115.;Fiat Bravo;20.3%;71 000 km;2015;2010
115.;Peugeot 207;20.3%;59 000 km;2015;2010
117.;Kia Sorento;20.9%;89 000 km;2015;2010
118.;Citroën C4;21.4%;69 000 km;2015;2010
119.;Fiat Panda;21.7%;50 000 km;2015;2010
120.;Chevrolet Captiva;21.9%;76 000 km;2015;2010
121.;Hyundai Tuscon;22.3%;71 000 km;2015;2010
122.;Chevrolet Matis;25.1%;46 000 km;2015;2010
123.;Renault Kangoo;25.4%;73 000 km;2015;2010
124.;Dacia Logan;25.5%;76 000 km;2015;2010
125.;Fiat Dobló;25.8%;82 000 km;2015;2010
1.;Porsche 911;10.5%;58 000 km;2015;2009
2.;Mazda 2;11.2%;68 000 km;2015;2009
3.;Volkswagen Golf Plus;11.5%;85 000 km;2015;2009
4.;Toyota Auris;11.8%;79 000 km;2015;2009
5.;Toyota Corolla Verso;13.1%;101 000 km;2015;2009
5.;Mercedes-Benz C;13.1%;95 000 km;2015;2009
7.;Audi TT;13.3%;81 000 km;2015;2009
8.;Toyota Yaris;13.6%;75 000 km;2015;2009
9.;Mercedes-Benz SLK;13.7%;65 000 km;2015;2009
10.;Honda CRV;14.3%;97 000 km;2015;2009
11.;Ford Fusion;14.7%;73 000 km;2015;2009
12.;Suzuki SX4;15.0%;82 000 km;2015;2009
12.;Audi A3;15.0%;105 000 km;2015;2009
14.;Mazda MX-5;15.1%;62 000 km;2015;2009
15.;Smart Fortwo;15.2%;59 000 km;2015;2009
16.;Volkswagen Golf;15.3%;99 000 km;2015;2009
17.;Seat Altea;15.6%;98 000 km;2015;2009
17.;Honda Civic;15.6%;88 000 km;2015;2009
19.;BMW X5;15.7%;136 000 km;2015;2009
20.;Toyota RAV4;15.8%;95 000 km;2015;2009
20.;Subaru Forester;15.8%;101 000 km;2015;2009
22.;Citroën C1;15.9%;79 000 km;2015;2009
23.;Peugeot 107;16.1%;73 000 km;2015;2009
23.;Mercedes-Benz A;16.1%;77 000 km;2015;2009
23.;Toyota Aygo;16.1%;73 000 km;2015;2009
23.;Opel Agila;16.1%;74 000 km;2015;2009
27.;Mercedes-Benz B;16.2%;82 000 km;2015;2009
27.;Honda Jazz;16.2%;73 000 km;2015;2009
29.;Toyota Avensis;16.3%;109 000 km;2015;2009
30.;Audi A4;16.4%;123 000 km;2015;2009
31.;BMW Mini;16.7%;77 000 km;2015;2009
32.;Volkswagen EOS;16.8%;82 000 km;2015;2009
33.;Ford Fiesta;16.9%;75 000 km;2015;2009
33.;Ford S-Max;16.9%;127 000 km;2015;2009
35.;Mitsubishi Colt;17.0%;79 000 km;2015;2009
36.;Ford C-Max;17.2%;92 000 km;2015;2009
36.;Hyundai Getz;17.2%;76 000 km;2015;2009
38.;Volkswagen Touran;17.3%;121 000 km;2015;2009
39.;BMW 3;17.4%;109 000 km;2015;2009
40.;Opel Corsa;17.6%;75 000 km;2015;2009
40.;Mercedes-Benz CLK;17.6%;85 000 km;2015;2009
42.;Mitsubishi Outlander;17.7%;107 000 km;2015;2009
42.;Škoda Fabia;17.7%;79 000 km;2015;2009
44.;Audi A6;17.8%;149 000 km;2015;2009
45.;Mazda 3;18.4%;84 000 km;2015;2009
46.;Ford Mondeo;18.7%;116 000 km;2015;2009
47.;Volkswagen New Beetle;18.8%;74 000 km;2015;2009
47.;Mazda 6;18.8%;106 000 km;2015;2009
49.;Opel Meriva;18.9%;74 000 km;2015;2009
49.;BMW 1;18.9%;96 000 km;2015;2009
51.;Ford Galaxy;19.0%;131 000 km;2015;2009
52.;Nissan Qashqai;19.2%;89 000 km;2015;2009
53.;Volkswagen Touareg;19.3%;126 000 km;2015;2009
54.;Volkswagen Caddy Life;19.5%;118 000 km;2015;2009
55.;Opel Astra;19.6%;100 000 km;2015;2009
55.;Opel Zafira;19.6%;111 000 km;2015;2009
55.;Seat Leon;19.6%;107 000 km;2015;2009
58.;Škoda Octavia;19.7%;122 000 km;2015;2009
59.;Mercedes-Benz ML;19.8%;128 000 km;2015;2009
59.;Volvo S40;19.8%;122 000 km;2015;2009
61.;Hyundai Matrix;19.9%;80 000 km;2015;2009
61.;Ford Focus;19.9%;100 000 km;2015;2009
63.;Nissan Note;20.0%;84 000 km;2015;2009
64.;Suzuki Swift;20.1%;75 000 km;2015;2009
65.;Citroën C4 Picasso;20.5%;111 000 km;2015;2009
66.;Opel Tigra TwinTop;21.1%;72 000 km;2015;2009
67.;Kia Cee´d;21.3%;92 000 km;2015;2009
68.;Honda Accord;21.4%;102 000 km;2015;2009
69.;BMW X3;21.5%;111 000 km;2015;2009
69.;Suzuki Jimny;21.5%;69 000 km;2015;2009
71.;Mazda 5;21.6%;104 000 km;2015;2009
72.;Volkswagen Passat;21.8%;144 000 km;2015;2009
72.;Opel Vectra;21.8%;124 000 km;2015;2009
74.;BMW Z4;22.0%;73 000 km;2015;2009
75.;Volvo V70;22.6%;152 000 km;2015;2009
76.;Renault Twingo;22.7%;64 000 km;2015;2009
77.;BMW 5;22.9%;138 000 km;2015;2009
78.;Kia Sportage;23.0%;92 000 km;2015;2009
79.;Citroën C3;23.1%;77 000 km;2015;2009
80.;Hyundai Tuscon;23.3%;92 000 km;2015;2009
81.;Nissan Micra;23.6%;71 000 km;2015;2009
82.;Hyundai Atos;23.7%;63 000 km;2015;2009
83.;Volkswagen Polo;23.9%;79 000 km;2015;2009
84.;Fiat Bravo;24.0%;98 000 km;2015;2009
85.;Škoda Roomster;24.2%;93 000 km;2015;2009
85.;Renault Modus;24.2%;70 000 km;2015;2009
87.;Mercedes-Benz E;24.3%;148 000 km;2015;2009
88.;Renault Clio;25.0%;77 000 km;2015;2009
88.;Fiat Panda;25.0%;71 000 km;2015;2009
90.;Kia Picanto;25.2%;74 000 km;2015;2009
91.;Renault Scénic;25.3%;96 000 km;2015;2009
91.;Peugeot 207;25.3%;79 000 km;2015;2009
93.;Chevrolet Captiva;26.1%;107 000 km;2015;2009
94.;Citroën C2;26.4%;78 000 km;2015;2009
95.;Volkswagen Fox;26.6%;79 000 km;2015;2009
96.;Volkswagen Sharan;26.7%;131 000 km;2015;2009
97.;Ford Ka;27.0%;69 000 km;2015;2009
98.;Fiat Punto;27.2%;85 000 km;2015;2009
99.;Alfa Romeo 147;27.4%;91 000 km;2015;2009
100.;Kia Sorento;27.8%;112 000 km;2015;2009
101.;Citroën Berlingo;28.4%;104 000 km;2015;2009
102.;Seat Ibiza;28.5%;90 000 km;2015;2009
103.;Chevrolet Matis;28.8%;65 000 km;2015;2009
103.;Peugeot 307;28.8%;101 000 km;2015;2009
105.;Renault Mégane;29.3%;103 000 km;2015;2009
106.;Citroën C5;29.6%;120 000 km;2015;2009
107.;Citroën C4;30.0%;97 000 km;2015;2009
108.;Fiat Dobló;30.8%;109 000 km;2015;2009
109.;Renault Kangoo;31.9%;104 000 km;2015;2009
110.;Dacia Logan;32.8%;97 000 km;2015;2009
111.;Renault Laguna;33.0%;125 000 km;2015;2009
1.;Porsche 911;10.5%;58 000 km;2015;2008
2.;Mazda 2;11.2%;68 000 km;2015;2008
3.;Volkswagen Golf Plus;11.5%;85 000 km;2015;2008
4.;Toyota Auris;11.8%;79 000 km;2015;2008
5.;Toyota Corolla Verso;13.1%;101 000 km;2015;2008
5.;Mercedes-Benz C;13.1%;95 000 km;2015;2008
7.;Audi TT;13.3%;81 000 km;2015;2008
8.;Toyota Yaris;13.6%;75 000 km;2015;2008
9.;Mercedes-Benz SLK;13.7%;65 000 km;2015;2008
10.;Honda CRV;14.3%;97 000 km;2015;2008
11.;Ford Fusion;14.7%;73 000 km;2015;2008
12.;Suzuki SX4;15.0%;82 000 km;2015;2008
12.;Audi A3;15.0%;105 000 km;2015;2008
14.;Mazda MX-5;15.1%;62 000 km;2015;2008
15.;Smart Fortwo;15.2%;59 000 km;2015;2008
16.;Volkswagen Golf;15.3%;99 000 km;2015;2008
17.;Seat Altea;15.6%;98 000 km;2015;2008
17.;Honda Civic;15.6%;88 000 km;2015;2008
19.;BMW X5;15.7%;136 000 km;2015;2008
20.;Toyota RAV4;15.8%;95 000 km;2015;2008
20.;Subaru Forester;15.8%;101 000 km;2015;2008
22.;Citroën C1;15.9%;79 000 km;2015;2008
23.;Peugeot 107;16.1%;73 000 km;2015;2008
23.;Mercedes-Benz A;16.1%;77 000 km;2015;2008
23.;Toyota Aygo;16.1%;73 000 km;2015;2008
23.;Opel Agila;16.1%;74 000 km;2015;2008
27.;Mercedes-Benz B;16.2%;82 000 km;2015;2008
27.;Honda Jazz;16.2%;73 000 km;2015;2008
29.;Toyota Avensis;16.3%;109 000 km;2015;2008
30.;Audi A4;16.4%;123 000 km;2015;2008
31.;BMW Mini;16.7%;77 000 km;2015;2008
32.;Volkswagen EOS;16.8%;82 000 km;2015;2008
33.;Ford Fiesta;16.9%;75 000 km;2015;2008
33.;Ford S-Max;16.9%;127 000 km;2015;2008
35.;Mitsubishi Colt;17.0%;79 000 km;2015;2008
36.;Ford C-Max;17.2%;92 000 km;2015;2008
36.;Hyundai Getz;17.2%;76 000 km;2015;2008
38.;Volkswagen Touran;17.3%;121 000 km;2015;2008
39.;BMW 3;17.4%;109 000 km;2015;2008
40.;Opel Corsa;17.6%;75 000 km;2015;2008
40.;Mercedes-Benz CLK;17.6%;85 000 km;2015;2008
42.;Mitsubishi Outlander;17.7%;107 000 km;2015;2008
42.;Škoda Fabia;17.7%;79 000 km;2015;2008
44.;Audi A6;17.8%;149 000 km;2015;2008
45.;Mazda 3;18.4%;84 000 km;2015;2008
46.;Ford Mondeo;18.7%;116 000 km;2015;2008
47.;Volkswagen New Beetle;18.8%;74 000 km;2015;2008
47.;Mazda 6;18.8%;106 000 km;2015;2008
49.;Opel Meriva;18.9%;74 000 km;2015;2008
49.;BMW 1;18.9%;96 000 km;2015;2008
51.;Ford Galaxy;19.0%;131 000 km;2015;2008
52.;Nissan Qashqai;19.2%;89 000 km;2015;2008
53.;Volkswagen Touareg;19.3%;126 000 km;2015;2008
54.;Volkswagen Caddy Life;19.5%;118 000 km;2015;2008
55.;Opel Astra;19.6%;100 000 km;2015;2008
55.;Opel Zafira;19.6%;111 000 km;2015;2008
55.;Seat Leon;19.6%;107 000 km;2015;2008
58.;Škoda Octavia;19.7%;122 000 km;2015;2008
59.;Mercedes-Benz ML;19.8%;128 000 km;2015;2008
59.;Volvo S40;19.8%;122 000 km;2015;2008
61.;Hyundai Matrix;19.9%;80 000 km;2015;2008
61.;Ford Focus;19.9%;100 000 km;2015;2008
63.;Nissan Note;20.0%;84 000 km;2015;2008
64.;Suzuki Swift;20.1%;75 000 km;2015;2008
65.;Citroën C4 Picasso;20.5%;111 000 km;2015;2008
66.;Opel Tigra TwinTop;21.1%;72 000 km;2015;2008
67.;Kia Cee´d;21.3%;92 000 km;2015;2008
68.;Honda Accord;21.4%;102 000 km;2015;2008
69.;BMW X3;21.5%;111 000 km;2015;2008
69.;Suzuki Jimny;21.5%;69 000 km;2015;2008
71.;Mazda 5;21.6%;104 000 km;2015;2008
72.;Volkswagen Passat;21.8%;144 000 km;2015;2008
72.;Opel Vectra;21.8%;124 000 km;2015;2008
74.;BMW Z4;22.0%;73 000 km;2015;2008
75.;Volvo V70;22.6%;152 000 km;2015;2008
76.;Renault Twingo;22.7%;64 000 km;2015;2008
77.;BMW 5;22.9%;138 000 km;2015;2008
78.;Kia Sportage;23.0%;92 000 km;2015;2008
79.;Citroën C3;23.1%;77 000 km;2015;2008
80.;Hyundai Tuscon;23.3%;92 000 km;2015;2008
81.;Nissan Micra;23.6%;71 000 km;2015;2008
82.;Hyundai Atos;23.7%;63 000 km;2015;2008
83.;Volkswagen Polo;23.9%;79 000 km;2015;2008
84.;Fiat Bravo;24.0%;98 000 km;2015;2008
85.;Škoda Roomster;24.2%;93 000 km;2015;2008
85.;Renault Modus;24.2%;70 000 km;2015;2008
87.;Mercedes-Benz E;24.3%;148 000 km;2015;2008
88.;Renault Clio;25.0%;77 000 km;2015;2008
88.;Fiat Panda;25.0%;71 000 km;2015;2008
90.;Kia Picanto;25.2%;74 000 km;2015;2008
91.;Renault Scénic;25.3%;96 000 km;2015;2008
91.;Peugeot 207;25.3%;79 000 km;2015;2008
93.;Chevrolet Captiva;26.1%;107 000 km;2015;2008
94.;Citroën C2;26.4%;78 000 km;2015;2008
95.;Volkswagen Fox;26.6%;79 000 km;2015;2008
96.;Volkswagen Sharan;26.7%;131 000 km;2015;2008
97.;Ford Ka;27.0%;69 000 km;2015;2008
98.;Fiat Punto;27.2%;85 000 km;2015;2008
99.;Alfa Romeo 147;27.4%;91 000 km;2015;2008
100.;Kia Sorento;27.8%;112 000 km;2015;2008
101.;Citroën Berlingo;28.4%;104 000 km;2015;2008
102.;Seat Ibiza;28.5%;90 000 km;2015;2008
103.;Chevrolet Matis;28.8%;65 000 km;2015;2008
103.;Peugeot 307;28.8%;101 000 km;2015;2008
105.;Renault Mégane;29.3%;103 000 km;2015;2008
106.;Citroën C5;29.6%;120 000 km;2015;2008
107.;Citroën C4;30.0%;97 000 km;2015;2008
108.;Fiat Dobló;30.8%;109 000 km;2015;2008
109.;Renault Kangoo;31.9%;104 000 km;2015;2008
110.;Dacia Logan;32.8%;97 000 km;2015;2008
111.;Renault Laguna;33.0%;125 000 km;2015;2008
1.;Porsche 911;11.5%;72 000 km;2015;2007
2.;Toyota Corolla Verso;15.6%;120 000 km;2015;2007
3.;Toyota RAV4;16.6%;104 000 km;2015;2007
4.;Mazda 2;17.3%;87 000 km;2015;2007
5.;Ford Fusion;17.7%;92 000 km;2015;2007
6.;Toyota Corolla;17.8%;104 000 km;2015;2007
6.;Mercedes-Benz SLK;17.8%;79 000 km;2015;2007
8.;Volkswagen Golf Plus;18.0%;103 000 km;2015;2007
8.;Toyota Avensis;18.0%;124 000 km;2015;2007
10.;Subaru Forester;18.5%;129 000 km;2015;2007
11.;Toyota Yaris;18.8%;94 000 km;2015;2007
12.;Mercedes-Benz B;19.7%;100 000 km;2015;2007
13.;Opel Agila;20.1%;83 000 km;2015;2007
14.;Honda Jazz;20.4%;94 000 km;2015;2007
15.;Volkswagen Golf;21.2%;113 000 km;2015;2007
16.;Honda CRV;21.3%;117 000 km;2015;2007
17.;Ford Fiesta;21.4%;95 000 km;2015;2007
18.;Ford C-Max;21.5%;104 000 km;2015;2007
19.;Audi A4;21.8%;146 000 km;2015;2007
20.;Mitsubishi Colt;22.0%;96 000 km;2015;2007
21.;Audi A6;22.3%;157 000 km;2015;2007
21.;Mercedes-Benz A;22.3%;94 000 km;2015;2007
23.;Audi A3;22.6%;126 000 km;2015;2007
24.;Honda Civic;23.0%;103 000 km;2015;2007
25.;BMW Z4;23.1%;88 000 km;2015;2007
25.;Mazda 5;23.1%;110 000 km;2015;2007
25.;Volkswagen New Beetle;23.1%;93 000 km;2015;2007
28.;Opel Zafira;23.2%;122 000 km;2015;2007
29.;Audi TT;23.5%;98 000 km;2015;2007
30.;Hyundai Getz;23.6%;93 000 km;2015;2007
31.;BMW 3;23.9%;122 000 km;2015;2007
32.;Suzuki Jimny;24.2%;82 000 km;2015;2007
32.;BMW X3;24.2%;140 000 km;2015;2007
32.;Ford Focus;24.2%;114 000 km;2015;2007
35.;Mazda 3;24.7%;101 000 km;2015;2007
35.;Audi A2;24.7%;119 000 km;2015;2007
37.;Honda Accord;25.1%;126 000 km;2015;2007
38.;Mercedes-Benz CLK;25.4%;100 000 km;2015;2007
39.;Ford Mondeo;25.5%;145 000 km;2015;2007
39.;Hyundai Matrix;25.5%;98 000 km;2015;2007
39.;Mazda 6;25.5%;125 000 km;2015;2007
42.;Volkswagen Touareg;25.6%;151 000 km;2015;2007
43.;Renault Clio;25.9%;90 000 km;2015;2007
44.;BMW 1;26.0%;112 000 km;2015;2007
45.;Opel Astra;26.3%;112 000 km;2015;2007
46.;Volkswagen Caddy Life;26.8%;138 000 km;2015;2007
46.;Volvo S40;26.8%;144 000 km;2015;2007
48.;Hyundai Atos;26.9%;76 000 km;2015;2007
49.;Kia Picanto;27.0%;89 000 km;2015;2007
50.;BMW Mini;27.2%;90 000 km;2015;2007
51.;Škoda Octavia;27.3%;130 000 km;2015;2007
52.;Volkswagen Passat;27.4%;145 000 km;2015;2007
52.;Opel Tigra TwinTop;27.4%;86 000 km;2015;2007
54.;Seat Altea;27.5%;117 000 km;2015;2007
55.;Seat Leon;27.7%;130 000 km;2015;2007
56.;Opel Meriva;27.9%;93 000 km;2015;2007
57.;BMW 5;28.4%;158 000 km;2015;2007
58.;Hyundai Tuscon;28.5%;105 000 km;2015;2007
59.;Smart Fortwo;28.6%;81 000 km;2015;2007
60.;Škoda Fabia;28.7%;109 000 km;2015;2007
61.;Mercedes-Benz E;28.8%;161 000 km;2015;2007
62.;Volvo V70;29.1%;179 000 km;2015;2007
63.;Seat Ibiza;29.4%;106 000 km;2015;2007
64.;Volkswagen Touran;29.8%;145 000 km;2015;2007
65.;Volkswagen Fox;30.2%;91 000 km;2015;2007
66.;Volkswagen Polo;30.3%;95 000 km;2015;2007
67.;Citroën C3;30.5%;95 000 km;2015;2007
68.;Mercedes-Benz C;30.6%;124 000 km;2015;2007
69.;Citroën Berlingo;31.3%;124 000 km;2015;2007
70.;Opel Vectra;31.3%;136 000 km;2015;2007
71.;Renault Modus;31.6%;88 000 km;2015;2007
72.;BMW X5;31.8%;167 000 km;2015;2007
73.;Fiat Panda;31.9%;87 000 km;2015;2007
73.;Citroën C2;31.9%;98 000 km;2015;2007
75.;Peugeot 206;32.2%;97 000 km;2015;2007
76.;Citroën C4;32.3%;103 000 km;2015;2007
77.;Fiat Punto;32.7%;99 000 km;2015;2007
77.;Renault Scénic;32.7%;105 000 km;2015;2007
79.;Citroën C5;32.8%;142 000 km;2015;2007
80.;Peugeot 307;33.5%;116 000 km;2015;2007
81.;Nissan Micra;33.6%;90 000 km;2015;2007
81.;Opel Corsa;33.6%;97 000 km;2015;2007
83.;Chevrolet Matis;33.7%;76 000 km;2015;2007
84.;Ford Ka;33.8%;79 000 km;2015;2007
85.;Renault Twingo;34.0%;90 000 km;2015;2007
86.;Alfa Romeo 147;34.3%;109 000 km;2015;2007
87.;Renault Mégane;34.6%;118 000 km;2015;2007
88.;Ford Galaxy;34.7%;153 000 km;2015;2007
89.;Volkswagen Sharan;35.1%;157 000 km;2015;2007
90.;Renault Laguna;36.0%;127 000 km;2015;2007
91.;Renault Kangoo;37.1%;115 000 km;2015;2007
92.;Kia Sorento;37.2%;136 000 km;2015;2007
93.;Fiat Dobló;37.9%;132 000 km;2015;2007
94.;Fiat Stilo;41.1%;119 000 km;2015;2007
95.;Mercedes-Benz ML;43.2%;152 000 km;2015;2007
1.;Porsche 911;11.5%;72 000 km;2015;2006
2.;Toyota Corolla Verso;15.6%;120 000 km;2015;2006
3.;Toyota RAV4;16.6%;104 000 km;2015;2006
4.;Mazda 2;17.3%;87 000 km;2015;2006
5.;Ford Fusion;17.7%;92 000 km;2015;2006
6.;Toyota Corolla;17.8%;104 000 km;2015;2006
6.;Mercedes-Benz SLK;17.8%;79 000 km;2015;2006
8.;Volkswagen Golf Plus;18.0%;103 000 km;2015;2006
8.;Toyota Avensis;18.0%;124 000 km;2015;2006
10.;Subaru Forester;18.5%;129 000 km;2015;2006
11.;Toyota Yaris;18.8%;94 000 km;2015;2006
12.;Mercedes-Benz B;19.7%;100 000 km;2015;2006
13.;Opel Agila;20.1%;83 000 km;2015;2006
14.;Honda Jazz;20.4%;94 000 km;2015;2006
15.;Volkswagen Golf;21.2%;113 000 km;2015;2006
16.;Honda CRV;21.3%;117 000 km;2015;2006
17.;Ford Fiesta;21.4%;95 000 km;2015;2006
18.;Ford C-Max;21.5%;104 000 km;2015;2006
19.;Audi A4;21.8%;146 000 km;2015;2006
20.;Mitsubishi Colt;22.0%;96 000 km;2015;2006
21.;Audi A6;22.3%;157 000 km;2015;2006
21.;Mercedes-Benz A;22.3%;94 000 km;2015;2006
23.;Audi A3;22.6%;126 000 km;2015;2006
24.;Honda Civic;23.0%;103 000 km;2015;2006
25.;BMW Z4;23.1%;88 000 km;2015;2006
25.;Mazda 5;23.1%;110 000 km;2015;2006
25.;Volkswagen New Beetle;23.1%;93 000 km;2015;2006
28.;Opel Zafira;23.2%;122 000 km;2015;2006
29.;Audi TT;23.5%;98 000 km;2015;2006
30.;Hyundai Getz;23.6%;93 000 km;2015;2006
31.;BMW 3;23.9%;122 000 km;2015;2006
32.;Suzuki Jimny;24.2%;82 000 km;2015;2006
32.;BMW X3;24.2%;140 000 km;2015;2006
32.;Ford Focus;24.2%;114 000 km;2015;2006
35.;Mazda 3;24.7%;101 000 km;2015;2006
35.;Audi A2;24.7%;119 000 km;2015;2006
37.;Honda Accord;25.1%;126 000 km;2015;2006
38.;Mercedes-Benz CLK;25.4%;100 000 km;2015;2006
39.;Ford Mondeo;25.5%;145 000 km;2015;2006
39.;Hyundai Matrix;25.5%;98 000 km;2015;2006
39.;Mazda 6;25.5%;125 000 km;2015;2006
42.;Volkswagen Touareg;25.6%;151 000 km;2015;2006
43.;Renault Clio;25.9%;90 000 km;2015;2006
44.;BMW 1;26.0%;112 000 km;2015;2006
45.;Opel Astra;26.3%;112 000 km;2015;2006
46.;Volkswagen Caddy Life;26.8%;138 000 km;2015;2006
46.;Volvo S40;26.8%;144 000 km;2015;2006
48.;Hyundai Atos;26.9%;76 000 km;2015;2006
49.;Kia Picanto;27.0%;89 000 km;2015;2006
50.;BMW Mini;27.2%;90 000 km;2015;2006
51.;Škoda Octavia;27.3%;130 000 km;2015;2006
52.;Volkswagen Passat;27.4%;145 000 km;2015;2006
52.;Opel Tigra TwinTop;27.4%;86 000 km;2015;2006
54.;Seat Altea;27.5%;117 000 km;2015;2006
55.;Seat Leon;27.7%;130 000 km;2015;2006
56.;Opel Meriva;27.9%;93 000 km;2015;2006
57.;BMW 5;28.4%;158 000 km;2015;2006
58.;Hyundai Tuscon;28.5%;105 000 km;2015;2006
59.;Smart Fortwo;28.6%;81 000 km;2015;2006
60.;Škoda Fabia;28.7%;109 000 km;2015;2006
61.;Mercedes-Benz E;28.8%;161 000 km;2015;2006
62.;Volvo V70;29.1%;179 000 km;2015;2006
63.;Seat Ibiza;29.4%;106 000 km;2015;2006
